day_of_week,month,meal_slot,scenario,academic_event,is_raining,attendance_pct,actual_attendance
5,2,breakfast,weekend,,0,0.3342,200
5,2,lunch,weekend,,0,0.7558,453
5,2,dinner,weekend,,0,0.7248,435
6,2,breakfast,best_menu,,0,0.5301,318
6,2,lunch,best_menu,,0,0.7711,463
6,2,dinner,best_menu,,0,0.818,491
0,2,breakfast,baseline,,0,0.4329,260
0,2,lunch,baseline,,0,0.5993,360
0,2,dinner,baseline,,0,0.7311,439
1,2,breakfast,baseline,,0,0.4572,274
1,2,lunch,baseline,,0,0.7586,455
1,2,dinner,baseline,,0,0.7602,456
2,2,breakfast,baseline,,0,0.4501,270
2,2,lunch,baseline,,0,0.6463,388
2,2,dinner,baseline,,0,0.7761,466
3,2,breakfast,exam,exam,0,0.606,364
3,2,lunch,exam,exam,0,0.7837,470
3,2,dinner,exam,exam,0,0.8811,529
4,2,breakfast,exam,exam,0,0.6901,414
4,2,lunch,exam,exam,0,0.8077,485
4,2,dinner,exam,exam,0,0.8072,484
5,2,breakfast,rain_exam,exam,1,0.5028,302
5,2,lunch,rain_exam,exam,1,0.5995,360
5,2,dinner,rain_exam,exam,1,0.7948,477
6,2,breakfast,exam,exam,0,0.5923,355
6,2,lunch,exam,exam,0,0.7468,448
6,2,dinner,exam,exam,0,0.8304,498
0,2,breakfast,exam,exam,0,0.6884,413
0,2,lunch,exam,exam,0,0.6652,399
0,2,dinner,exam,exam,0,0.8039,482
1,2,breakfast,exam,exam,0,0.7004,420
1,2,lunch,exam,exam,0,0.806,484
1,2,dinner,exam,exam,0,0.8206,492
2,2,breakfast,exam,exam,0,0.6092,366
2,2,lunch,exam,exam,0,0.8405,504
2,2,dinner,exam,exam,0,0.7881,473
3,2,breakfast,exam,exam,0,0.6159,370
3,2,lunch,exam,exam,0,0.8514,511
3,2,dinner,exam,exam,0,0.9077,545
4,2,breakfast,exam,exam,0,0.6228,374
4,2,lunch,exam,exam,0,0.7792,467
4,2,dinner,exam,exam,0,0.9397,564
5,2,breakfast,rain_exam,exam,1,0.5854,351
5,2,lunch,rain_exam,exam,1,0.7071,424
5,2,dinner,rain_exam,exam,1,0.7411,445
6,2,breakfast,exam,exam,0,0.6077,365
6,2,lunch,exam,exam,0,0.7471,448
6,2,dinner,exam,exam,0,0.9509,571
0,2,breakfast,baseline,,0,0.4781,287
0,2,lunch,baseline,,0,0.6479,389
0,2,dinner,baseline,,0,0.7949,477
1,2,breakfast,baseline,,0,0.4445,267
1,2,lunch,baseline,,0,0.5916,355
1,2,dinner,baseline,,0,0.6751,405
2,2,breakfast,baseline,,0,0.4567,274
2,2,lunch,baseline,,0,0.6682,401
2,2,dinner,baseline,,0,0.7828,470
3,2,breakfast,baseline,,0,0.47,282
3,2,lunch,baseline,,0,0.6312,379
3,2,dinner,baseline,,0,0.7748,465
4,2,breakfast,baseline,,0,0.4633,278
4,2,lunch,baseline,,0,0.6672,400
4,2,dinner,baseline,,0,0.7098,426
5,2,breakfast,rain_weekend,,1,0.19,114
5,2,lunch,rain_weekend,,1,0.5747,345
5,2,dinner,rain_weekend,,1,0.6067,364
6,3,breakfast,best_menu,,0,0.5788,347
6,3,lunch,best_menu,,0,0.8344,501
6,3,dinner,best_menu,,0,1.0,600
0,3,breakfast,baseline,,0,0.5591,335
0,3,lunch,baseline,,0,0.6218,373
0,3,dinner,baseline,,0,0.7653,459
1,3,breakfast,baseline,,0,0.4634,278
1,3,lunch,baseline,,0,0.6757,405
1,3,dinner,baseline,,0,0.7432,446
2,3,breakfast,baseline,,0,0.4586,275
2,3,lunch,baseline,,0,0.647,388
2,3,dinner,baseline,,0,0.6955,417
3,3,breakfast,baseline,,0,0.4452,267
3,3,lunch,baseline,,0,0.6025,362
3,3,dinner,baseline,,0,0.7034,422
4,3,breakfast,baseline,,0,0.4405,264
4,3,lunch,baseline,,0,0.5595,336
4,3,dinner,baseline,,0,0.7081,425
5,3,breakfast,weekend,,0,0.3131,188
5,3,lunch,weekend,,0,0.7311,439
5,3,dinner,weekend,,0,0.8257,495
6,3,breakfast,best_menu,,0,0.5479,329
6,3,lunch,best_menu,,0,0.7439,446
6,3,dinner,best_menu,,0,0.8554,513
0,3,breakfast,baseline,,0,0.4072,244
0,3,lunch,baseline,,0,0.6873,412
0,3,dinner,baseline,,0,0.7913,475
1,3,breakfast,fest,fest,0,0.2173,130
1,3,lunch,fest,fest,0,0.1947,117
1,3,dinner,fest,fest,0,0.315,189
2,3,breakfast,fest,fest,0,0.2197,132
2,3,lunch,fest,fest,0,0.1925,116
2,3,dinner,fest,fest,0,0.3778,227
3,3,breakfast,fest,fest,0,0.1907,114
3,3,lunch,fest,fest,0,0.1729,104
3,3,dinner,fest,fest,0,0.3832,230
4,3,breakfast,rain_fest,fest,1,0.2226,134
4,3,lunch,rain_fest,fest,1,0.2304,138
4,3,dinner,rain_fest,fest,1,0.3926,236
5,3,breakfast,weekend,,0,0.2673,160
5,3,lunch,weekend,,0,0.6204,372
5,3,dinner,weekend,,0,0.7318,439
6,3,breakfast,best_menu,,0,0.483,290
6,3,lunch,best_menu,,0,0.7926,476
6,3,dinner,best_menu,,0,0.9762,586
0,3,breakfast,baseline,,0,0.4426,266
0,3,lunch,baseline,,0,0.6853,411
0,3,dinner,baseline,,0,0.7249,435
1,3,breakfast,baseline,,0,0.4919,295
1,3,lunch,baseline,,0,0.6178,371
1,3,dinner,baseline,,0,0.8163,490
2,3,breakfast,baseline,,0,0.4377,263
2,3,lunch,baseline,,0,0.6576,395
2,3,dinner,baseline,,0,0.7692,462
3,3,breakfast,baseline,,0,0.4303,258
3,3,lunch,baseline,,0,0.6354,381
3,3,dinner,baseline,,0,0.7463,448
4,3,breakfast,baseline,,0,0.4131,248
4,3,lunch,baseline,,0,0.6849,411
4,3,dinner,baseline,,0,0.778,467
5,3,breakfast,weekend,,0,0.329,197
5,3,lunch,weekend,,0,0.8251,495
5,3,dinner,weekend,,0,0.8461,508
6,3,breakfast,best_menu,,0,0.537,322
6,3,lunch,best_menu,,0,0.6937,416
6,3,dinner,best_menu,,0,0.7672,460
0,3,breakfast,rain,,1,0.3017,181
0,3,lunch,rain,,1,0.4943,297
0,3,dinner,rain,,1,0.6302,378
1,3,breakfast,baseline,,0,0.4033,242
1,3,lunch,baseline,,0,0.6645,399
1,3,dinner,baseline,,0,0.6628,398
2,3,breakfast,rain,,1,0.3549,213
2,3,lunch,rain,,1,0.4875,292
2,3,dinner,rain,,1,0.6774,406
3,3,breakfast,baseline,,0,0.4696,282
3,3,lunch,baseline,,0,0.6889,413
3,3,dinner,baseline,,0,0.7945,477
4,3,breakfast,baseline,,0,0.4085,245
4,3,lunch,baseline,,0,0.6898,414
4,3,dinner,baseline,,0,0.6988,419
5,3,breakfast,weekend,,0,0.3062,184
5,3,lunch,weekend,,0,0.7272,436
5,3,dinner,weekend,,0,0.8044,483
6,3,breakfast,best_menu,,0,0.4757,285
6,3,lunch,best_menu,,0,0.8558,513
6,3,dinner,best_menu,,0,0.9134,548
0,3,breakfast,baseline,,0,0.4484,269
0,3,lunch,baseline,,0,0.5621,337
0,3,dinner,baseline,,0,0.808,485
1,3,breakfast,baseline,,0,0.4623,277
1,3,lunch,baseline,,0,0.6005,360
1,3,dinner,baseline,,0,0.8487,509
2,4,breakfast,baseline,,0,0.4379,263
2,4,lunch,baseline,,0,0.6388,383
2,4,dinner,baseline,,0,0.6845,411
3,4,breakfast,baseline,,0,0.508,305
3,4,lunch,baseline,,0,0.6085,365
3,4,dinner,baseline,,0,0.7737,464
4,4,breakfast,baseline,,0,0.4486,269
4,4,lunch,baseline,,0,0.6175,370
4,4,dinner,baseline,,0,0.7009,421
5,4,breakfast,weekend,,0,0.2922,175
5,4,lunch,weekend,,0,0.6901,414
5,4,dinner,weekend,,0,0.7597,456
6,4,breakfast,best_menu,,0,0.485,291
6,4,lunch,best_menu,,0,0.8615,517
6,4,dinner,best_menu,,0,0.7481,449
0,4,breakfast,baseline,,0,0.4356,261
0,4,lunch,baseline,,0,0.7217,433
0,4,dinner,baseline,,0,0.7961,478
1,4,breakfast,baseline,,0,0.497,298
1,4,lunch,baseline,,0,0.5958,357
1,4,dinner,baseline,,0,0.8105,486
2,4,breakfast,baseline,,0,0.4886,293
2,4,lunch,baseline,,0,0.6128,368
2,4,dinner,baseline,,0,0.6883,413
3,4,breakfast,baseline,,0,0.46,276
3,4,lunch,baseline,,0,0.6083,365
3,4,dinner,baseline,,0,0.7832,470
4,4,breakfast,rain,,1,0.3324,199
4,4,lunch,rain,,1,0.5522,331
4,4,dinner,rain,,1,0.6302,378
5,4,breakfast,weekend,,0,0.3036,182
5,4,lunch,weekend,,0,0.7308,438
5,4,dinner,weekend,,0,0.9125,548
6,4,breakfast,best_menu,,0,0.575,345
6,4,lunch,best_menu,,0,0.9977,599
6,4,dinner,best_menu,,0,0.9371,562
0,4,breakfast,baseline,,0,0.4753,285
0,4,lunch,baseline,,0,0.5822,349
0,4,dinner,baseline,,0,0.7234,434
1,4,breakfast,baseline,,0,0.4733,284
1,4,lunch,baseline,,0,0.6245,375
1,4,dinner,baseline,,0,0.7583,455
2,4,breakfast,baseline,,0,0.4811,289
2,4,lunch,baseline,,0,0.6251,375
2,4,dinner,baseline,,0,0.7098,426
3,4,breakfast,baseline,,0,0.4779,287
3,4,lunch,baseline,,0,0.5519,331
3,4,dinner,baseline,,0,0.7312,439
4,4,breakfast,baseline,,0,0.478,287
4,4,lunch,baseline,,0,0.6794,408
4,4,dinner,baseline,,0,0.767,460
5,4,breakfast,weekend,,0,0.3015,181
5,4,lunch,weekend,,0,0.6623,397
5,4,dinner,weekend,,0,0.767,460
6,4,breakfast,best_menu,,0,0.5319,319
6,4,lunch,best_menu,,0,0.6793,408
6,4,dinner,best_menu,,0,0.8714,523
0,4,breakfast,exam,exam,0,0.6354,381
0,4,lunch,exam,exam,0,0.7189,431
0,4,dinner,exam,exam,0,0.9005,540
1,4,breakfast,exam,exam,0,0.5653,339
1,4,lunch,exam,exam,0,0.7129,428
1,4,dinner,exam,exam,0,0.9196,552
2,4,breakfast,exam,exam,0,0.6907,414
2,4,lunch,exam,exam,0,0.6472,388
2,4,dinner,exam,exam,0,0.8506,510
3,4,breakfast,exam,exam,0,0.6592,396
3,4,lunch,exam,exam,0,0.765,459
3,4,dinner,exam,exam,0,0.8031,482
4,4,breakfast,exam,exam,0,0.6719,403
4,4,lunch,exam,exam,0,0.7818,469
4,4,dinner,exam,exam,0,0.8108,486
5,4,breakfast,exam,exam,0,0.5094,306
5,4,lunch,exam,exam,0,0.6969,418
5,4,dinner,exam,exam,0,0.8303,498
6,4,breakfast,exam,exam,0,0.6586,395
6,4,lunch,exam,exam,0,0.7301,438
6,4,dinner,exam,exam,0,0.71,426
0,4,breakfast,exam,exam,0,0.6017,361
0,4,lunch,exam,exam,0,0.7618,457
0,4,dinner,exam,exam,0,0.7778,467
1,4,breakfast,exam,exam,0,0.6353,381
1,4,lunch,exam,exam,0,0.7511,451
1,4,dinner,exam,exam,0,0.8753,525
2,4,breakfast,exam,exam,0,0.5701,342
2,4,lunch,exam,exam,0,0.6467,388
2,4,dinner,exam,exam,0,0.8262,496
3,4,breakfast,rain_exam,exam,1,0.5549,333
3,4,lunch,rain_exam,exam,1,0.7,420
3,4,dinner,rain_exam,exam,1,0.717,430
4,5,breakfast,post_holiday,holiday,0,0.3748,225
4,5,lunch,post_holiday,holiday,0,0.5515,331
4,5,dinner,post_holiday,holiday,0,0.6498,390
5,5,breakfast,post_holiday,holiday,0,0.3628,218
5,5,lunch,post_holiday,holiday,0,0.5385,323
5,5,dinner,post_holiday,holiday,0,0.6549,393
6,5,breakfast,post_holiday,holiday,0,0.368,221
6,5,lunch,post_holiday,holiday,0,0.4745,285
6,5,dinner,post_holiday,holiday,0,0.6075,364
0,5,breakfast,post_holiday,holiday,0,0.3304,198
0,5,lunch,post_holiday,holiday,0,0.5072,304
0,5,dinner,post_holiday,holiday,0,0.5803,348
1,5,breakfast,post_holiday,holiday,0,0.4018,241
1,5,lunch,post_holiday,holiday,0,0.5025,301
1,5,dinner,post_holiday,holiday,0,0.6201,372
2,5,breakfast,post_holiday,holiday,0,0.3682,221
2,5,lunch,post_holiday,holiday,0,0.559,335
2,5,dinner,post_holiday,holiday,0,0.6751,405
3,5,breakfast,post_holiday,holiday,0,0.4156,249
3,5,lunch,post_holiday,holiday,0,0.476,286
3,5,dinner,post_holiday,holiday,0,0.5701,342
4,5,breakfast,post_holiday,holiday,0,0.4346,261
4,5,lunch,post_holiday,holiday,0,0.563,338
4,5,dinner,post_holiday,holiday,0,0.6313,379
5,5,breakfast,post_holiday,holiday,0,0.3213,193
5,5,lunch,post_holiday,holiday,0,0.5473,328
5,5,dinner,post_holiday,holiday,0,0.6152,369
6,5,breakfast,post_holiday,holiday,0,0.3853,231
6,5,lunch,post_holiday,holiday,0,0.5467,328
6,5,dinner,post_holiday,holiday,0,0.6812,409
0,5,breakfast,post_holiday,holiday,0,0.421,253
0,5,lunch,post_holiday,holiday,0,0.542,325
0,5,dinner,post_holiday,holiday,0,0.6275,376
1,5,breakfast,post_holiday,holiday,0,0.3533,212
1,5,lunch,post_holiday,holiday,0,0.6636,398
1,5,dinner,post_holiday,holiday,0,0.6523,391
2,5,breakfast,post_holiday,holiday,0,0.3994,240
2,5,lunch,post_holiday,holiday,0,0.623,374
2,5,dinner,post_holiday,holiday,0,0.6735,404
3,5,breakfast,post_holiday,holiday,0,0.4264,256
3,5,lunch,post_holiday,holiday,0,0.5269,316
3,5,dinner,post_holiday,holiday,0,0.6388,383
4,5,breakfast,post_holiday,holiday,0,0.3995,240
4,5,lunch,post_holiday,holiday,0,0.5134,308
4,5,dinner,post_holiday,holiday,0,0.6384,383
5,5,breakfast,post_holiday,holiday,0,0.4424,265
5,5,lunch,post_holiday,holiday,0,0.6276,377
5,5,dinner,post_holiday,holiday,0,0.6357,381
6,5,breakfast,post_holiday,holiday,0,0.3719,223
6,5,lunch,post_holiday,holiday,0,0.5896,354
6,5,dinner,post_holiday,holiday,0,0.6167,370
0,5,breakfast,post_holiday,holiday,0,0.4133,248
0,5,lunch,post_holiday,holiday,0,0.5183,311
0,5,dinner,post_holiday,holiday,0,0.6314,379
1,5,breakfast,post_holiday,holiday,0,0.4049,243
1,5,lunch,post_holiday,holiday,0,0.6258,375
1,5,dinner,post_holiday,holiday,0,0.6699,402
2,5,breakfast,post_holiday,holiday,0,0.3574,214
2,5,lunch,post_holiday,holiday,0,0.5519,331
2,5,dinner,post_holiday,holiday,0,0.5855,351
3,5,breakfast,post_holiday,holiday,0,0.407,244
3,5,lunch,post_holiday,holiday,0,0.5461,328
3,5,dinner,post_holiday,holiday,0,0.5618,337
4,5,breakfast,post_holiday,holiday,0,0.341,205
4,5,lunch,post_holiday,holiday,0,0.563,338
4,5,dinner,post_holiday,holiday,0,0.7379,443
5,5,breakfast,post_holiday,holiday,0,0.3252,195
5,5,lunch,post_holiday,holiday,0,0.6032,362
5,5,dinner,post_holiday,holiday,0,0.6808,408
6,5,breakfast,post_holiday,holiday,0,0.374,224
6,5,lunch,post_holiday,holiday,0,0.5891,353
6,5,dinner,post_holiday,holiday,0,0.6612,397
0,5,breakfast,post_holiday,holiday,0,0.4021,241
0,5,lunch,post_holiday,holiday,0,0.449,269
0,5,dinner,post_holiday,holiday,0,0.622,373
1,5,breakfast,post_holiday,holiday,0,0.3839,230
1,5,lunch,post_holiday,holiday,0,0.52,312
1,5,dinner,post_holiday,holiday,0,0.6784,407
2,5,breakfast,post_holiday,holiday,0,0.4235,254
2,5,lunch,post_holiday,holiday,0,0.5796,348
2,5,dinner,post_holiday,holiday,0,0.6881,413
3,5,breakfast,post_holiday,holiday,0,0.3915,235
3,5,lunch,post_holiday,holiday,0,0.5455,327
3,5,dinner,post_holiday,holiday,0,0.6213,373
4,5,breakfast,post_holiday,holiday,0,0.354,212
4,5,lunch,post_holiday,holiday,0,0.5294,318
4,5,dinner,post_holiday,holiday,0,0.6456,387
5,5,breakfast,post_holiday,holiday,0,0.3821,229
5,5,lunch,post_holiday,holiday,0,0.5852,351
5,5,dinner,post_holiday,holiday,0,0.688,413
6,5,breakfast,post_holiday,holiday,0,0.4016,241
6,5,lunch,post_holiday,holiday,0,0.5311,319
6,5,dinner,post_holiday,holiday,0,0.7003,420
0,6,breakfast,post_holiday,holiday,0,0.3468,208
0,6,lunch,post_holiday,holiday,0,0.5487,329
0,6,dinner,post_holiday,holiday,0,0.7168,430
1,6,breakfast,post_holiday,holiday,0,0.3971,238
1,6,lunch,post_holiday,holiday,0,0.5653,339
1,6,dinner,post_holiday,holiday,0,0.5808,348
2,6,breakfast,post_holiday,holiday,0,0.3406,204
2,6,lunch,post_holiday,holiday,0,0.5146,309
2,6,dinner,post_holiday,holiday,0,0.6878,413
3,6,breakfast,post_holiday,holiday,0,0.3794,228
3,6,lunch,post_holiday,holiday,0,0.5571,334
3,6,dinner,post_holiday,holiday,0,0.6179,371
4,6,breakfast,rain_weekend,holiday,1,0.199,119
4,6,lunch,rain_weekend,holiday,1,0.6006,360
4,6,dinner,rain_weekend,holiday,1,0.7017,421
5,6,breakfast,post_holiday,holiday,0,0.3846,231
5,6,lunch,post_holiday,holiday,0,0.5281,317
5,6,dinner,post_holiday,holiday,0,0.553,332
6,6,breakfast,rain_weekend,holiday,1,0.2251,135
6,6,lunch,rain_weekend,holiday,1,0.6185,371
6,6,dinner,rain_weekend,holiday,1,0.5961,358
0,6,breakfast,post_holiday,holiday,0,0.3799,228
0,6,lunch,post_holiday,holiday,0,0.6093,366
0,6,dinner,post_holiday,holiday,0,0.6239,374
1,6,breakfast,rain_weekend,holiday,1,0.2056,123
1,6,lunch,rain_weekend,holiday,1,0.6226,374
1,6,dinner,rain_weekend,holiday,1,0.5954,357
2,6,breakfast,post_holiday,holiday,0,0.3731,224
2,6,lunch,post_holiday,holiday,0,0.5791,347
2,6,dinner,post_holiday,holiday,0,0.5921,355
3,6,breakfast,post_holiday,holiday,0,0.3941,236
3,6,lunch,post_holiday,holiday,0,0.535,321
3,6,dinner,post_holiday,holiday,0,0.6538,392
4,6,breakfast,post_holiday,holiday,0,0.3634,218
4,6,lunch,post_holiday,holiday,0,0.6112,367
4,6,dinner,post_holiday,holiday,0,0.6865,412
5,6,breakfast,post_holiday,holiday,0,0.4008,240
5,6,lunch,post_holiday,holiday,0,0.5095,306
5,6,dinner,post_holiday,holiday,0,0.5733,344
6,6,breakfast,post_holiday,holiday,0,0.3311,199
6,6,lunch,post_holiday,holiday,0,0.5818,349
6,6,dinner,post_holiday,holiday,0,0.6205,372
0,6,breakfast,rain_weekend,holiday,1,0.2066,124
0,6,lunch,rain_weekend,holiday,1,0.6279,377
0,6,dinner,rain_weekend,holiday,1,0.6226,374
1,6,breakfast,rain_weekend,holiday,1,0.2018,121
1,6,lunch,rain_weekend,holiday,1,0.5397,324
1,6,dinner,rain_weekend,holiday,1,0.6576,395
2,6,breakfast,rain_weekend,holiday,1,0.2268,136
2,6,lunch,rain_weekend,holiday,1,0.6344,381
2,6,dinner,rain_weekend,holiday,1,0.6032,362
3,6,breakfast,rain_weekend,holiday,1,0.2136,128
3,6,lunch,rain_weekend,holiday,1,0.6348,381
3,6,dinner,rain_weekend,holiday,1,0.7085,425
4,6,breakfast,rain_weekend,holiday,1,0.1988,119
4,6,lunch,rain_weekend,holiday,1,0.5708,342
4,6,dinner,rain_weekend,holiday,1,0.5654,339
5,6,breakfast,post_holiday,holiday,0,0.389,233
5,6,lunch,post_holiday,holiday,0,0.5658,339
5,6,dinner,post_holiday,holiday,0,0.5656,339
6,6,breakfast,post_holiday,holiday,0,0.4463,268
6,6,lunch,post_holiday,holiday,0,0.5451,327
6,6,dinner,post_holiday,holiday,0,0.6302,378
0,6,breakfast,post_holiday,holiday,0,0.4457,267
0,6,lunch,post_holiday,holiday,0,0.4973,298
0,6,dinner,post_holiday,holiday,0,0.6436,386
1,6,breakfast,rain_weekend,holiday,1,0.1912,115
1,6,lunch,rain_weekend,holiday,1,0.5976,359
1,6,dinner,rain_weekend,holiday,1,0.7385,443
2,6,breakfast,post_holiday,holiday,0,0.3971,238
2,6,lunch,post_holiday,holiday,0,0.5253,315
2,6,dinner,post_holiday,holiday,0,0.7596,456
3,6,breakfast,rain_weekend,holiday,1,0.1909,115
3,6,lunch,rain_weekend,holiday,1,0.5148,309
3,6,dinner,rain_weekend,holiday,1,0.7411,445
4,6,breakfast,rain_weekend,holiday,1,0.2387,143
4,6,lunch,rain_weekend,holiday,1,0.5333,320
4,6,dinner,rain_weekend,holiday,1,0.7444,447
5,6,breakfast,rain_weekend,holiday,1,0.2129,128
5,6,lunch,rain_weekend,holiday,1,0.5209,313
5,6,dinner,rain_weekend,holiday,1,0.745,447
6,6,breakfast,post_holiday,holiday,0,0.3821,229
6,6,lunch,post_holiday,holiday,0,0.5696,342
6,6,dinner,post_holiday,holiday,0,0.5945,357
0,6,breakfast,rain_weekend,holiday,1,0.1926,116
0,6,lunch,rain_weekend,holiday,1,0.5111,307
0,6,dinner,rain_weekend,holiday,1,0.7126,428
1,6,breakfast,post_holiday,holiday,0,0.3618,217
1,6,lunch,post_holiday,holiday,0,0.5568,334
1,6,dinner,post_holiday,holiday,0,0.6199,372
2,7,breakfast,post_holiday,holiday,0,0.3641,218
2,7,lunch,post_holiday,holiday,0,0.5034,302
2,7,dinner,post_holiday,holiday,0,0.6866,412
3,7,breakfast,post_holiday,holiday,0,0.4453,267
3,7,lunch,post_holiday,holiday,0,0.5437,326
3,7,dinner,post_holiday,holiday,0,0.5864,352
4,7,breakfast,post_holiday,holiday,0,0.4027,242
4,7,lunch,post_holiday,holiday,0,0.5732,344
4,7,dinner,post_holiday,holiday,0,0.6937,416
5,7,breakfast,post_holiday,holiday,0,0.3794,228
5,7,lunch,post_holiday,holiday,0,0.5342,321
5,7,dinner,post_holiday,holiday,0,0.5679,341
6,7,breakfast,post_holiday,holiday,0,0.4243,255
6,7,lunch,post_holiday,holiday,0,0.552,331
6,7,dinner,post_holiday,holiday,0,0.5651,339
0,7,breakfast,rain_weekend,holiday,1,0.2266,136
0,7,lunch,rain_weekend,holiday,1,0.5957,357
0,7,dinner,rain_weekend,holiday,1,0.6321,379
1,7,breakfast,post_holiday,holiday,0,0.338,203
1,7,lunch,post_holiday,holiday,0,0.6033,362
1,7,dinner,post_holiday,holiday,0,0.6134,368
2,7,breakfast,post_holiday,holiday,0,0.3849,231
2,7,lunch,post_holiday,holiday,0,0.6036,362
2,7,dinner,post_holiday,holiday,0,0.6463,388
3,7,breakfast,post_holiday,holiday,0,0.4054,243
3,7,lunch,post_holiday,holiday,0,0.5687,341
3,7,dinner,post_holiday,holiday,0,0.651,391
4,7,breakfast,post_holiday,holiday,0,0.4421,265
4,7,lunch,post_holiday,holiday,0,0.5024,301
4,7,dinner,post_holiday,holiday,0,0.6336,380
5,7,breakfast,post_holiday,holiday,0,0.3957,237
5,7,lunch,post_holiday,holiday,0,0.5231,314
5,7,dinner,post_holiday,holiday,0,0.6493,390
6,7,breakfast,post_holiday,holiday,0,0.3348,201
6,7,lunch,post_holiday,holiday,0,0.5421,325
6,7,dinner,post_holiday,holiday,0,0.5776,347
0,7,breakfast,rain_weekend,holiday,1,0.2022,121
0,7,lunch,rain_weekend,holiday,1,0.6234,374
0,7,dinner,rain_weekend,holiday,1,0.6948,417
1,7,breakfast,rain_weekend,holiday,1,0.1691,101
1,7,lunch,rain_weekend,holiday,1,0.5347,321
1,7,dinner,rain_weekend,holiday,1,0.7719,463
2,7,breakfast,rain_weekend,holiday,1,0.2098,126
2,7,lunch,rain_weekend,holiday,1,0.567,340
2,7,dinner,rain_weekend,holiday,1,0.6709,403
3,7,breakfast,rain_weekend,holiday,1,0.209,125
3,7,lunch,rain_weekend,holiday,1,0.6066,364
3,7,dinner,rain_weekend,holiday,1,0.6428,386
4,7,breakfast,post_holiday,holiday,0,0.3915,235
4,7,lunch,post_holiday,holiday,0,0.4891,293
4,7,dinner,post_holiday,holiday,0,0.655,393
5,7,breakfast,post_holiday,holiday,0,0.4247,255
5,7,lunch,post_holiday,holiday,0,0.5728,344
5,7,dinner,post_holiday,holiday,0,0.629,377
6,7,breakfast,post_holiday,holiday,0,0.3428,206
6,7,lunch,post_holiday,holiday,0,0.5973,358
6,7,dinner,post_holiday,holiday,0,0.5933,356
0,7,breakfast,rain_weekend,holiday,1,0.1973,118
0,7,lunch,rain_weekend,holiday,1,0.549,329
0,7,dinner,rain_weekend,holiday,1,0.6012,361
1,7,breakfast,rain_weekend,holiday,1,0.1857,111
1,7,lunch,rain_weekend,holiday,1,0.5644,339
1,7,dinner,rain_weekend,holiday,1,0.625,375
2,7,breakfast,rain_weekend,holiday,1,0.1963,118
2,7,lunch,rain_weekend,holiday,1,0.5914,355
2,7,dinner,rain_weekend,holiday,1,0.6985,419
3,7,breakfast,post_holiday,holiday,0,0.3748,225
3,7,lunch,post_holiday,holiday,0,0.5621,337
3,7,dinner,post_holiday,holiday,0,0.6672,400
4,7,breakfast,rain_weekend,holiday,1,0.2013,121
4,7,lunch,rain_weekend,holiday,1,0.5625,337
4,7,dinner,rain_weekend,holiday,1,0.6208,372
5,7,breakfast,rain_weekend,holiday,1,0.2071,124
5,7,lunch,rain_weekend,holiday,1,0.6219,373
5,7,dinner,rain_weekend,holiday,1,0.6816,409
6,7,breakfast,post_holiday,holiday,0,0.4047,243
6,7,lunch,post_holiday,holiday,0,0.5822,349
6,7,dinner,post_holiday,holiday,0,0.6795,408
0,7,breakfast,rain_weekend,holiday,1,0.2222,133
0,7,lunch,rain_weekend,holiday,1,0.611,367
0,7,dinner,rain_weekend,holiday,1,0.7004,420
1,7,breakfast,rain_weekend,holiday,1,0.204,122
1,7,lunch,rain_weekend,holiday,1,0.5647,339
1,7,dinner,rain_weekend,holiday,1,0.7041,422
2,7,breakfast,post_holiday,holiday,0,0.3718,223
2,7,lunch,post_holiday,holiday,0,0.5447,327
2,7,dinner,post_holiday,holiday,0,0.6107,366
3,7,breakfast,rain_weekend,holiday,1,0.2247,135
3,7,lunch,rain_weekend,holiday,1,0.5677,341
3,7,dinner,rain_weekend,holiday,1,0.6414,385
4,7,breakfast,rain_weekend,holiday,1,0.1879,113
4,7,lunch,rain_weekend,holiday,1,0.518,311
4,7,dinner,rain_weekend,holiday,1,0.7004,420
5,8,breakfast,weekend,,0,0.2912,175
5,8,lunch,weekend,,0,0.6067,364
5,8,dinner,weekend,,0,0.8397,504
6,8,breakfast,best_menu,,0,0.5888,353
6,8,lunch,best_menu,,0,0.782,469
6,8,dinner,best_menu,,0,0.8545,513
0,8,breakfast,rain,,1,0.3359,202
0,8,lunch,rain,,1,0.5236,314
0,8,dinner,rain,,1,0.6082,365
1,8,breakfast,baseline,,0,0.4448,267
1,8,lunch,baseline,,0,0.5689,341
1,8,dinner,baseline,,0,0.7738,464
2,8,breakfast,rain,,1,0.3054,183
2,8,lunch,rain,,1,0.5657,339
2,8,dinner,rain,,1,0.6487,389
3,8,breakfast,rain,,1,0.315,189
3,8,lunch,rain,,1,0.5832,350
3,8,dinner,rain,,1,0.6802,408
4,8,breakfast,baseline,,0,0.4834,290
4,8,lunch,baseline,,0,0.6714,403
4,8,dinner,baseline,,0,0.7236,434
5,8,breakfast,weekend,,0,0.3101,186
5,8,lunch,weekend,,0,0.7306,438
5,8,dinner,weekend,,0,0.8517,511
6,8,breakfast,best_menu,,0,0.4947,297
6,8,lunch,best_menu,,0,0.8294,498
6,8,dinner,best_menu,,0,0.8949,537
0,8,breakfast,baseline,,0,0.4635,278
0,8,lunch,baseline,,0,0.5395,324
0,8,dinner,baseline,,0,0.6933,416
1,8,breakfast,rain,,1,0.3629,218
